,salary_id,employer_name,location_name,location_country,location_latitude,location_longitude,job_title,job_title_category,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus
399,1717,rvm,new york,US,38.0,-97.0,engineer,Engineering,6.0,4.0,75000.0,0.0,2500.0
400,1720,gov't contractor,virginia-washington area,US,38.0,-97.0,software engineer,Software,5.0,1.0,125000.0,21800.483568075117,5000.0
401,1722,fidelity,ireland,IE,53.0,-8.0,senior software engineer,Software,3.0,3.0,45000.0,1500.0,5000.0
402,1730,oracle,"redwood city, ca",US,37.46,-122.24,senior applications engineer,Engineering,6.0,0.5,134000.0,12500.0,0.0
403,1733,general motors,"chandler, az",US,33.32,-111.87,software developer,Software,1.5,1.5,61000.0,0.0,4.0
404,1738,the gay nigger assocation of america,"tarzana, ca",US,34.2,-118.54,hnic,Other,15.0,15.0,250000.0,30000.0,90000.0
405,1739,zillow group,"irvine, ca",US,33.74,-117.76,software developer,Software,4.0,1.0,105000.0,2000.0,8066.263736263736
406,1741,usa company,spain,ES,40.0,-4.0,software engineer,Software,7.0,2.0,130000.0,0.0,0.0
407,1746,trendco,california,US,38.0,-97.0,swe,Software,3.0,3.0,150.0,100.0,20.0
408,1751,autodesk canada,"toronto, canada",CA,60.0,-95.0,software developer,Software,8.0,4.0,100000.0,5000.0,11000.0
409,1768,norwegian tax authority,norway,NO,62.0,10.0,senior systems engineer,Engineering,17.0,4.0,71000.0,0.0,0.0
410,1777,microsoft,"redmond, washington",US,47.68,-122.12,software engineer,Software,1.5,1.5,114500.0,5000.0,12000.0
411,1780,state street,"princeton, nj",US,40.35,-74.65,valuations officer / software dev,Software,11.0,1.0,94000.0,0.0,1.0
412,1786,unity technologies,"copenhagen, denmark",DK,56.0,10.0,software developer,Software,9.0,1.0,74000.0,0.0,0.0
413,1788,carfax,columbia mo,US,38.0,-97.0,software developer,Software,3.0,1.0,70000.0,0.0,7000.0
414,1791,tune,"seattle, wa",US,47.61,-122.33,software engineer 3,Software,6.0,2.0,120000.0,0.0,1000.0
415,1805,public,spain,ES,40.0,-4.0,programmer,Other,3.0,1.0,23000.0,21800.483568075117,8066.263736263736
416,1814,interana,"redwood city, ca",US,37.46,-122.24,site reliability engineer,Engineering,5.0,0.5,140000.0,0.0,8066.263736263736
417,1819,mercury group of companies,"melbourne, australia",AU,-27.0,133.0,senior .net developer,Software,16.0,2.0,105000.0,21800.483568075117,8066.263736263736
418,1830,sfr,"lyon, france",FR,46.0,2.0,network engineer,Engineering,3.0,2.0,40000.0,21800.483568075117,5500.0
419,1831,bw,"vancouver, bc",CA,60.0,-95.0,web developer,Web,3.0,1.0,60000.0,0.0,300.0
420,1832,liberty mutual,new hampshire,US,38.0,-97.0,developer intern,Software,3.0,1.5,48000.0,0.0,0.0
421,1834,nokia,"ottawa, canada",CA,60.0,-95.0,software designer,Software,4.0,1.0,56000.0,0.0,0.0
422,1837,google,"mountain view, ca",US,37.41,-122.05,software engineer,Software,6.0,1.0,130000.0,0.0,20000.0
423,1841,synopsys,"mountain view, california",US,37.41,-122.05,software engineer,Software,1.0,1.0,97000.0,21800.483568075117,10000.0
424,1853,ibm,canada,CA,60.0,-95.0,software engineer,Software,4.0,4.0,75000.0,21800.483568075117,4000.0
425,1854,ibm,"austin, tx",US,30.26,-97.74,software engineer,Software,2.0,2.0,82000.0,3000.0,2000.0
426,1859,disney interactive,"glendale, ca",US,34.17,-118.29,software engineer,Software,4.0,3.0,88000.0,0.0,25000.0
427,1862,ford,michigan,US,38.0,-97.0,mobile software engineer,Software,4.0,3.0,82500.0,6000.0,6500.0
428,1863,well funded non-profit,"washington, dc",US,38.0,-97.0,senior software engineer,Software,11.0,4.0,146000.0,21800.483568075117,2600.0
429,1864,microsoft,"redmond, wa",US,47.68,-122.12,program manager,Management,20.0,10.0,185000.0,185000.0,40000.0
430,1865,liaison technologies,"atlanta, ga",US,33.64,-84.39,software engineer,Software,3.0,1.0,90000.0,21800.483568075117,8066.263736263736
431,1867,etsy,new york city,US,38.0,-97.0,senior software engineer,Software,4.5,3.5,135.0,0.0,0.0
432,1873,small consulting firm,"houston, tx",US,29.76,-95.38,web developer,Web,3.0,1.0,56000.0,0.0,0.0
433,1876,undisclosed startup (75 people),"austin, tx",US,30.26,-97.74,senior full stack engineer,Engineering,20.0,0.0,130000.0,0.0,0.0
434,1877,ericsson,"san jose, ca",US,37.38,-121.89,system engineer - iv,Engineering,9.0,7.0,141000.0,0.0,14000.0
435,1879,ibm,germany,DE,51.0,9.0,it architect mobile solutions,Other,2.0,2.0,51000.0,0.0,2000.0
436,1884,varagesale,"toronto, on",CA,60.0,-95.0,senior software developer,Software,8.0,0.25,120000.0,0.0,0.0
437,1887,google,new york,US,38.0,-97.0,web developer,Web,3.0,7.0,103000.0,0.0,15000.0
438,1888,general dynamics mission systems,"pittsburgh, pa",US,40.35,-79.9,software engineer,Software,20.0,7.0,140000.0,0.0,0.0
439,1889,amazon,"seattle, washington",US,47.61,-122.33,software developer engineer ii,Software,15.0,2.0,130000.0,40000.0,0.0
440,1892,mid sized silicon valley startup,"sunnyvale, ca",US,37.38,-122.01,software engineer,Software,4.0,1.0,140000.0,10000.0,28000.0
441,1895,mathworks,"boston, ma",US,42.35,-71.06,software engineer,Software,3.0,3.0,90000.0,5000.0,10000.0
442,1896,cisco,cambridge ma,US,38.0,-97.0,software engineer ii,Software,0.0,1.0,85000.0,0.0,0.0
443,1900,a security company,"atlanta, ga",US,33.64,-84.39,devops engineer,Engineering,10.0,3.0,78000.0,0.0,0.0
444,1902,a video game company,poland,PL,52.0,20.0,front-end web developer,Web,2.0,2.0,17000.0,21800.483568075117,8066.263736263736
445,1905,a research institute,"frankfurt am main, germany",DE,51.0,9.0,postdoc,Other,8.0,4.0,50000.0,0.0,0.0
446,1906,iheartradio,"new york, ny",US,40.71,-73.99,software engineer,Software,1.5,1.0,100000.0,0.0,17000.0
447,1911,jamdeo canada,"oakville, on., canada",CA,60.0,-95.0,android application developer,Software,4.0,2.0,88000.0,0.0,8800.0
448,1913,dev shop using ms stack,"limerick, ireland",IE,53.0,-8.0,scrum master,Other,5.0,1.5,67500.0,0.0,300.0
449,1919,b2b saas co.,"salt lake city, ut",US,40.75,-111.9,software developer,Software,4.0,3.0,78000.0,0.0,0.0
450,1922,anon,"los angeles, ca",US,33.99,-118.39,associate applications engineer,Engineering,1.0,0.0,110000.0,21800.483568075117,8066.263736263736
451,1925,xyz,"redmond, wa",US,47.68,-122.12,ceo,Management,15.0,1.0,240000.0,0.0,0.0
452,1926,jp morgan,new york,US,38.0,-97.0,application developer,Software,3.0,1.0,110000.0,10000.0,20000.0
453,1929,epic systems,"verona, wi",US,42.98,-89.53,software developer,Software,0.0,1.0,100000.0,21800.483568075117,8066.263736263736
454,1938,self-employeed,new york,US,38.0,-97.0,principal consultant,Other,15.0,8.0,290000.0,0.0,0.0
455,1939,mlb advanced media,new york,US,38.0,-97.0,front end developer,Web,3.0,0.0,105000.0,0.0,5.0
456,1941,startup in la serving fortune 500,"los angeles, ca",US,33.99,-118.39,ux designer / front-end developer,Web,5.0,1.0,90000.0,0.0,0.0
457,1943,akamai,"cambridge, ma",US,42.35,-71.06,software engineer,Software,2.0,2.0,115000.0,30000.0,11500.0
458,1946,amazon,"irvine, ca",US,33.74,-117.76,software engineer,Software,8.0,4.0,160000.0,10000.0,8066.263736263736
459,1949,startup,new york,US,38.0,-97.0,software engineer,Software,3.0,2.0,110000.0,0.0,0.0
460,1950,apple,cupertino ca,US,38.0,-97.0,firmware engineer,Engineering,3.0,1.0,105000.0,25000.0,30000.0
461,1952,tripadvisor,"needham, massachusetts",US,42.28,-71.24,software engineer,Software,0.0,0.0,105000.0,10000.0,8066.263736263736
462,1958,health benefits startup,"boston, ma",US,42.35,-71.06,software engineer,Software,3.0,1.0,85000.0,21800.483568075117,8066.263736263736
463,1962,miller instruments,burnaby bc,CA,60.0,-95.0,calibration technician,Other,3.0,1.0,36000.0,21800.483568075117,8066.263736263736
464,1972,ibm,"columbus, oh",US,39.98,-82.98,advisory software engineer,Software,32.0,11.0,111000.0,0.0,1200.0
465,1974,elastic,puerto rico,PR,18.25,-66.5,software engineer,Software,6.0,1.0,100000.0,5000.0,8066.263736263736
466,1976,yahoo,"sunnyvale, california",US,37.38,-122.01,software systems development engineer,Software,4.0,2.0,126000.0,12000.0,8000.0
467,1983,ibm,"dallas, tx",US,32.79,-96.76,ruby on rails developer,Software,10.0,1.0,130000.0,0.0,5.0
468,1988,okta,"san francisco, ca",US,37.77,-122.41,*operational role*,Other,10.0,3.0,125000.0,0.0,0.0
469,1990,hudl,nebraska,US,38.0,-97.0,software engineer,Software,3.0,2.0,90000.0,0.0,4500.0
470,1991,dun & bradstreet,"austin, texas",US,30.26,-97.74,customer support technician,Other,5.0,5.0,47000.0,21800.483568075117,8066.263736263736
471,1993,mit bcs,"cambridge, ma",US,42.35,-71.06,graduate student,Other,14.0,5.0,30000.0,0.0,0.0
472,1999,higher learning technology,iowa,US,38.0,-97.0,software engineer,Software,15.0,2.0,130000.0,0.0,0.0
473,2001,google,"mountain view, ca",US,37.41,-122.05,swe,Software,2.0,2.0,160000.0,0.0,24000.0
474,2005,jaguar land rover,"portland, or",US,45.44,-122.52,software engineer,Software,8.0,2.0,95000.0,21800.483568075117,13000.0
475,2020,facebook,"new york,  ny",US,40.71,-73.99,executive assistant,Management,10.0,5.0,40.0,21800.483568075117,10000.0
476,2027,too small to say,australia,AU,-27.0,133.0,software engineer,Software,6.0,0.0,99190.0,21800.483568075117,8066.263736263736
477,2030,freelance,new york city,US,38.0,-97.0,designer/developer,Software,10.0,10.0,100000.0,0.0,50000.0
478,2035,accenture,philippines,PH,13.0,122.0,associate manager,Management,4.0,2.0,34500.0,21800.483568075117,8066.263736263736
479,2040,insight,phoenix az,US,38.0,-97.0,security engineer,Engineering,10.0,8.0,99480.0,0.0,1.0
480,2042,ui programmer,argentina,AR,-34.0,-64.0,php developer,Software,7.0,0.5,900.0,21800.483568075117,8066.263736263736
481,2043,enernoc,vancouver bc,CA,60.0,-95.0,software engineer,Software,1.0,1.0,61000.0,0.0,2000.0
482,2056,cerner,kansas city,US,38.0,-97.0,java contractor,Other,13.0,1.0,170000.0,0.0,0.0
483,2061,multinational in fmcg,"madrid, spain",ES,40.0,-4.0,security manager,Management,15.0,1.0,70000.0,7000.0,8066.263736263736
484,2063,anonymous,new york city,US,38.0,-97.0,software engineer,Software,4.0,1.0,120000.0,5000.0,8066.263736263736
485,2064,microsoft,"redmond, wa",US,47.68,-122.12,pm ii,Other,2.0,2.0,124000.0,0.0,10000.0
486,2066,choice hotels,"scottsdale, az",US,33.53,-111.89,software engineer 3,Software,10.0,3.0,110000.0,2000.0,0.0
487,2067,power utility,new zealand,NZ,-41.0,174.0,systems engineer,Engineering,6.0,6.0,100000.0,0.0,0.0
488,2069,saas company,"st petersburg, fl",US,27.75,-82.64,software developer,Software,3.0,1.0,44000.0,0.0,0.0
489,2072,intuit,"mountain view, ca",US,37.41,-122.05,software engineer,Software,1.0,1.0,102.0,10.0,12000.0
490,2077,chevron,"houston, tx",US,29.76,-95.38,geoscientific software developer,Software,11.0,4.0,140000.0,12000.0,15000.0
491,2078,fast enterprises,colorado,US,38.0,-97.0,implementation consultant,Other,2.0,0.0,80000.0,6000.0,5000.0
492,2082,small company,"atlanta, ga",US,33.64,-84.39,software engineer,Software,3.0,3.0,80000.0,3000.0,5000.0
493,2083,finra,"washington, dc",US,38.0,-97.0,data scientist,Data,5.0,0.0,130000.0,8000.0,10.0
494,2084,psg tecnologia ltda,"campo grande, mato grosso do sul, brazil",BR,-10.0,-55.0,analista de sistemas,Other,3.0,3.0,36276.0,0.0,3023.0
495,2086,fuze,cambridge ma,US,38.0,-97.0,support level 2,Other,3.0,1.0,43000.0,0.0,0.0
496,2087,google,"mountain view, ca",US,37.41,-122.05,senior software engineer,Software,11.0,11.0,190000.0,7000.0,30000.0
497,2091,safeguard properties,"cleveland, oh",US,41.47,-81.67,linux engineer,Engineering,10.0,1.0,87000.0,21800.483568075117,8066.263736263736
498,2096,tripadvisor,singapore,SG,1.37,103.8,senior data scientist,Data,3.0,1.0,85000.0,0.0,15.0
499,2101,fei systems,"columbia, md",US,38.74,-76.85,developer,Software,7.0,3.0,120000.0,0.0,3000.0
500,2108,mindera,"porto, portugal",PT,39.5,-8.0,software engineer,Software,4.0,1.0,23000.0,21800.483568075117,7000.0
501,2110,businessolver,"des moines, ia",US,41.57,-93.61,sr. developer,Software,20.0,2.0,115000.0,0.0,5000.0
502,2116,national instruments,"austin, tx",US,30.26,-97.74,software engineer,Software,3.0,3.0,70000.0,0.0,0.0
503,2122,queensland government,"brisbane, australia",AU,-27.0,133.0,senior technical consultant,Other,9.0,5.0,84500.0,21800.483568075117,8066.263736263736
504,2123,indiegogo,"san francisco, ca",US,37.77,-122.41,software engineer,Software,2.0,2.0,120000.0,5000.0,8066.263736263736
505,2125,pra health science,"lenexa, ks",US,38.88,-94.81,mgr of it 1,Other,5.0,1.0,115000.0,0.0,11500.0
506,2135,mozilla,"toronto, canada",CA,60.0,-95.0,staff software engineer,Software,10.0,5.0,125000.0,10000.0,55000.0
507,2139,blackrock,new york,US,38.0,-97.0,vice president,Management,7.0,7.0,125000.0,21800.483568075117,36000.0
508,2142,uber,"san francisco, ca",US,37.77,-122.41,software engineer i,Software,6.0,2.0,130000.0,0.0,50000.0
509,2144,google,"pittsburgh, pa",US,40.35,-79.9,software engineer ii,Software,2.0,1.0,97000.0,10000.0,15000.0
510,2146,riot games,"los angeles, ca",US,33.99,-118.39,software engineer,Software,4.0,2.0,85000.0,0.0,0.0
511,2148,a salesforce consulting firm,new york city,US,38.0,-97.0,technical architect,Other,2.5,2.5,115000.0,0.0,11500.0
512,2157,charity,australia,AU,-27.0,133.0,development manager,Management,17.0,3.0,98000.0,0.0,0.0
513,2159,facebook,"menlo park, ca",US,37.45,-122.17,software engineer,Software,6.0,6.0,205000.0,5000.0,50000.0
514,2162,intercontinental exchange,"atlanta, ga",US,33.64,-84.39,senior software developer,Software,12.0,1.0,120000.0,30000.0,24000.0
515,2165,bloomberg lp,"new york, new york",US,38.0,-97.0,senior software engineer,Software,10.0,2.0,170.0,0.0,30.0
516,2167,23andme,"salt lake city, ut",US,40.75,-111.9,senior bioinformatician,Other,5.0,1.0,125000.0,5000.0,12500.0
517,2177,local startup,"ann arbor, mi",US,42.27,-83.73,project manager,Management,3.0,1.0,90000.0,0.0,10000.0
518,2184,simple,new york,US,38.0,-97.0,security engineer,Engineering,5.0,1.0,130000.0,0.0,50.0
519,2188,startup-ish,"san jose, ca",US,37.38,-121.89,member of technical staff,Other,2.0,2.0,135000.0,15000.0,8066.263736263736
520,2189,unicorn,new york,US,38.0,-97.0,staff engineer,Engineering,10.0,4.0,210000.0,0.0,0.0
521,2190,consulting startup ~20p,"san francisco, ca",US,37.77,-122.41,software engineer,Software,5.0,0.5,90000.0,3000.0,0.0
522,2191,honestbee,singapore,SG,1.37,103.8,senior software engineer,Software,5.5,1.0,66000.0,0.0,0.0
523,2194,apple,palo alto california,US,38.0,-97.0,ceo,Management,30.0,18.0,10280000.0,21800.483568075117,8066.263736263736
524,2195,google,boston ma,US,38.0,-97.0,software engineer iii,Software,7.0,4.0,130000.0,0.0,30000.0
525,2199,ibm,kansas,US,38.0,-97.0,software engineer,Software,3.0,3.0,84000.0,0.0,0.0
526,2203,id.me,"mclean, va",US,38.86,-77.05,software engineer,Software,2.0,1.0,70000.0,0.0,0.0
527,2204,statuspage.io,"denver, co",US,39.82,-105.1,developer,Software,5.0,1.0,205000.0,15000.0,8066.263736263736
528,2205,conae,argentina,AR,-34.0,-64.0,saocom ground segment & operations manager,Management,11.0,3.0,32900.0,0.0,0.0
529,2206,bc hydro,"vancouver, bc",CA,60.0,-95.0,engineer-in-training,Engineering,3.0,1.5,45.96,0.0,0.0
530,2211,autodesk,"shanghai, china",CN,35.0,105.0,senior software engineer,Software,2.0,1.0,34000.0,0.0,3000.0
531,2213,filament,"madison, wi",US,43.1,-89.5,game engineer,Engineering,1.0,1.0,45000.0,0.0,0.0
532,2215,microsoft,"redmond, washington",US,47.68,-122.12,software developer i,Software,0.0,1.0,105000.0,0.0,20.0
533,2222,small fintech startup,"seattle, wa",US,47.61,-122.33,technical lead,Software,12.0,2.0,144000.0,0.0,0.0
534,2223,news & media,washington dc,US,38.0,-97.0,sr developer,Software,10.0,1.0,125000.0,2000.0,8066.263736263736
535,2226,fundingcircle,"san francisco, ca",US,37.77,-122.41,software engineer,Software,1.0,0.5,105000.0,0.0,8066.263736263736
536,2232,montreal startup (10 employees 5+ years),"montreal, qc, canada",CA,60.0,-95.0,vp architecture,Management,10.0,5.0,75000.0,0.0,0.0
537,2234,mitre,washington dc,US,38.0,-97.0,systems engineer 4,Engineering,8.0,2.0,123000.0,21800.483568075117,8066.263736263736
538,2242,epic systems,"madison, wi",US,43.1,-89.5,software developer,Software,0.0,2.3,114.0,10000.0,10000.0
539,2243,knewton,"new york, ny",US,40.71,-73.99,software engineering manager,Management,9.0,3.0,160000.0,0.0,0.0
540,2244,a small web application shop,new zealand,NZ,-41.0,174.0,full stack developer,Web,5.0,1.0,80000.0,0.0,0.0
541,2246,six flags entertainment,"grand prairie, tx",US,32.69,-97.01,web designer,Web,6.0,1.0,50000.0,21800.483568075117,8066.263736263736
542,2247,factset,"norwalk, ct",US,41.09,-73.42,software engineer,Software,0.0,1.0,90000.0,5000.0,0.0
543,2253,enbridge,"edmonton, alberta, canada",CA,60.0,-95.0,contract software developer,Software,16.0,1.0,69.0,0.0,0.0
544,2255,intraix,singapore,SG,1.37,103.8,software architect,Software,1.0,1.0,3700.0,0.0,0.0
545,2259,shopify,canada,CA,60.0,-95.0,software developer,Software,0.0,0.0,75000.0,0.0,0.0
546,2261,ibm,new york,US,38.0,-97.0,senior consultant,Other,3.0,3.0,92000.0,7000.0,500.0
547,2262,tv broadcast station,"chicago, il",US,41.85,-87.65,web developer,Web,6.0,1.5,81000.0,21800.483568075117,8066.263736263736
548,2268,ibm,ohio,US,38.0,-97.0,advisory engineer,Engineering,15.0,1.0,120000.0,5000.0,1200.0
549,2270,lancaster general hospital,"lancaster, pa",US,40.01,-76.16,it helpdesk,Other,2.0,1.0,31000.0,0.0,0.0
550,2271,digital blend,"seattle, wa",US,47.61,-122.33,senior developer,Software,10.0,5.0,50000.0,0.0,2000.0
551,2274,federal government,washington dc,US,38.0,-97.0,computer scientist,Software,6.0,5.0,83000.0,0.0,0.0
552,2277,guidewire software,"foster city, ca",US,37.55,-122.26,devops engineer,Engineering,10.0,0.0,160000.0,5000.0,10.0
553,2278,epri,"knoxviile, tn",US,38.0,-97.0,senior project manager,Management,12.0,10.0,115000.0,0.0,19000.0
554,2280,ecommerce,oregon,US,38.0,-97.0,software engineer,Software,12.0,3.5,150000.0,0.0,0.0
555,2281,new york times,"new york, ny",US,40.71,-73.99,web developer,Web,16.0,1.0,10600.0,5000.0,15900.0
556,2283,integra,"anacortes, wa",US,48.46,-122.6,support engineer,Engineering,6.0,3.0,45000.0,0.0,500.0
557,2285,johns hopkins  applied physics laboratory,"laurel, md, usa",US,39.09,-76.85,software developer,Software,1.6,1.5,74500.0,0.0,0.0
558,2296,seven west media,australia,AU,-27.0,133.0,data analyst,Data,1.0,1.0,62000.0,0.0,6000.0
559,2300,captricity,"oakland, ca",US,37.72,-122.2,full stack developer,Web,4.0,3.0,120000.0,0.0,0.0
560,2303,unitedhealth group,"minneapolis, minnesota",US,38.0,-97.0,junior java developer,Software,1.0,1.0,58000.0,0.0,0.0
561,2307,new relic,"portland, or",US,45.44,-122.52,senior software engineer,Software,10.0,2.0,120000.0,0.0,20000.0
562,2308,oracle,"sydney, australia",AU,-27.0,133.0,senior system administrator,Management,7.0,1.0,72485.0,0.0,0.0
563,2310,csra,"falls church, va, usa",US,38.86,-77.05,business analyst intern,Data,2.0,1.0,44000.0,0.0,0.0
564,2311,csra,"falls church, va, usa",US,38.86,-77.05,business analyst intern,Data,2.0,1.0,44000.0,0.0,0.0
565,2318,crosschx,"columbus, ohio",US,39.98,-82.98,software engineer,Software,4.0,1.0,75000.0,0.0,0.0
566,2331,faithlife,"bellingham, wa",US,48.73,-122.48,software engineer,Software,2.0,2.0,75000.0,0.0,0.0
567,2337,cisco,"los angeles, ca",US,33.99,-118.39,it engineer,Engineering,15.0,2.0,125000.0,0.0,15000.0
568,2342,oregon state,"corvallis, or",US,44.63,-123.27,linux systems administrator,Management,8.0,4.0,72000.0,5000.0,0.0
569,2345,qualcomm10,"boulder, colorado",US,40.02,-105.25,staff engineer,Engineering,10.0,5.0,120000.0,8000.0,5000.0
570,2346,microsoft,india,IN,20.0,77.0,software engineer,Software,1.5,0.8,22310.0,2230.0,4460.0
571,2347,cerner,"kansas city, mo",US,39.1,-94.62,system engineer,Engineering,2.0,2.0,61000.0,0.0,3.0
572,2348,apple,"cupertino, ca",US,37.3,-122.09,software engineer,Software,0.0,0.0,112000.0,34000.0,8066.263736263736
573,2351,amazon development center,"hyderabad, india",IN,20.0,77.0,software development engineer,Software,1.0,1.0,1200000.0,500000.0,0.0
574,2353,microsoft,"redmond, wa",US,47.68,-122.12,program manager 2,Management,3.0,3.0,120000.0,10000.0,16000.0
575,2358,deloitte,washington dc,US,38.0,-97.0,federal analytics consultant,Other,0.0,0.0,70000.0,10000.0,5000.0
576,2361,self,southern california,US,38.0,-97.0,consultant,Other,20.0,7.0,80000.0,21800.483568075117,8066.263736263736
577,2362,vndirect,"hanoi, vietnam",VN,16.17,107.83,software engineer,Software,4.0,1.0,6400.0,21800.483568075117,8066.263736263736
578,2363,direxion,new york,US,38.0,-97.0,trader,Other,2.0,2.0,65000.0,0.0,25000.0
579,2365,accenture,"bloomington, il",US,40.47,-88.97,senior business analyst,Data,6.0,6.0,70000.0,21800.483568075117,2000.0
580,2367,startup,new york,US,38.0,-97.0,"founder, cto",Management,5.0,1.0,40000.0,21800.483568075117,8066.263736263736
581,2375,credit processing industry,"detroit, mi",US,42.38,-83.1,systems engineer,Engineering,14.0,1.0,120000.0,21800.483568075117,8066.263736263736
582,2382,intel,"hillsboro, oregon",US,45.52,-122.85,software engineer,Software,4.0,4.0,103000.0,0.0,10000.0
583,2395,optum,minneapolis mn,US,38.0,-97.0,software developer,Software,12.0,1.0,101000.0,0.0,8500.0
584,2397,oracle,"chicago, il",US,41.85,-87.65,senior sales consultant,Other,10.0,5.0,106000.0,0.0,50000.0
585,2398,kapow,"chicago, il",US,41.85,-87.65,software engineer,Software,4.0,1.5,100000.0,0.0,2500.0
586,2405,mid-sized startup,"silicon valley, ca",US,38.0,-97.0,software engineer,Software,0.0,0.0,109200.0,10000.0,0.0
587,2406,bae systems,"boston, massachusetts",US,42.35,-71.06,"burlington, ma",Other,10.0,1.0,90.0,21800.483568075117,8066.263736263736
588,2430,microsoft,"redmond, wa",US,47.68,-122.12,software engineer,Software,1.0,1.0,112500.0,15000.0,8066.263736263736
589,2431,facebook,new york,US,38.0,-97.0,software engineer,Software,3.0,1.0,220000.0,100000.0,100000.0
590,2436,microsoft,"redmond, wa, usa",US,47.68,-122.12,software engineer ii,Software,3.0,1.0,122000.0,50000.0,15000.0
591,2437,microsoft,"redmond, wa",US,47.68,-122.12,software engineer,Software,1.5,1.5,110000.0,5000.0,15000.0
592,2442,google,new york,US,38.0,-97.0,software engineer,Software,15.0,0.5,132000.0,0.0,20000.0
593,2449,thoughtworks,"pune, india",IN,20.0,77.0,application developer,Software,9.0,1.0,30500.0,0.0,0.0
594,2461,-----,new york,US,38.0,-97.0,software developer,Software,6.0,2.5,90000.0,0.0,5000.0
595,2462,marketing agency,"austin, tx",US,30.26,-97.74,product manager / project manager,Management,12.0,1.0,115000.0,0.0,17250.0
596,2468,yumbles,cyprus,CY,35.0,33.0,customer service,Other,5.0,0.0,12000.0,0.0,0.0
